DrugBank ID	HMDB ID	PTID_num	SMILES	T3DB ID
			[Al+3].CCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCC([O-])=O	
			CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C1OC2(C)CCCC(C)(C)C2=C1	
			[H][C]1(O)C[C]([H])(O[C]1([H])COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(O)=NC1=O	T3D4430
DB00485			[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O	
			O[CH]1[CH](O)[CH](OC2=CC=C(C=C2)C2=COC3=CC(O)=CC=C3C2=O)O[CH]([CH]1O)C(O)=O	
DB00248			[H][C]12CC3=CNC4=CC=CC(=C34)[C]1([H])C[CH](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC	
			[H]C(CC1=C(C)C(=O)C2=CC=CC=C2C1=O)=C(C)CCC[C]([H])(C)CCC[C]([H])(C)CCCC(C)C	T3D2959
DB01196			[H][C]12CC[CH](O)[C]1(C)CC[C]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C]21[H]	
			[H]OC(=O)C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	
			O[CH]1CC2=C(O)C=C(O)C=C2O[CH]1C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1	
			CO[CH]1[CH](O)[CH](O)[CH](O)[CH](O[CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)[CH]1O	
			[H][C](COC(=O)CCCCCCCC=CCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCC=CCC=CCC=CCCCCC	
			[H]N([H])S(=O)(=O)C1=C(Cl)C([H])=C2N([H])C([H])([H])N([H])S(=O)(=O)C2=C1[H]	
			COC1=C2OC(C(CO)C2=CC(CC2C(CC3=CC=C(O)C(OC)=C3)COC2=O)=C1)C1=CC=C(O)C(OC)=C1	
DB00251			CC(C)N1CCN(CC1)C1=CC=C(OC[CH]2CO[C](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1	
			[H][C]1(CO[C]2([H])O[C]([H])(CO)[C]([H])(O)[C]([H])(O)[C]2([H])O)OC(=O)C=C1	T3D4063
			[Cl-].[H][N]1([H])CC[N]([H])([H])[Co+]11(Cl)(Cl)[N]([H])([H])CC[N]1([H])[H]	T3D1394
			[Cl-].[H][N]1([H])CC[N]([H])([H])[Co+]11(Cl)(Cl)[N]([H])([H])CC[N]1([H])[H]	T3D1393
			COC1=C(O)C=C(C=C1O)[CH]1OC2=CC(O)=CC(O)=C2C[CH]1OC(=O)C1=CC(O)=C(OC)C(O)=C1	
			[H]OC(=O)C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C(=O)O[H]	
			O[CH]1[CH](O)[CH](OC2=CC=C3C[CH](COC3=C2)C2=CC=C(O)C=C2)O[CH]([CH]1O)C(O)=O	
DB12267			COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1	
			[H][C](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC	
			O[CH]1[CH](O)[CH](OC2=CC=C(C=C2)[CH]2COC3=CC(O)=CC=C3C2)O[CH]([CH]1O)C(O)=O	
			CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCC=CCCCCC	
			[H][C]1(CO)O[C]([H])(SC(CC=C)=NOS(O)(=O)=O)[C]([H])(O)[C]([H])(O)[C]1([H])O	
			[H][C]1(CO)O[C]([H])(OC2=CC=CC=C2C([O-])=O)[C]([H])(O)[C]([H])(O)[C]1([H])O	
DB00995			CCP(CC)(CC)=[Au]S[CH]1O[CH](COC(C)=O)[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OC(C)=O	
DB01392			[H][C]12CC[CH](O)[CH](C(=O)OC)[C]1([H])C[C]1([H])N(CCC3=C1NC1=CC=CC=C31)C2	
DB00622			COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1	
			COC1=CC2=C(C=C1)C1=C3C(CC(C)(C)OOC(C=C(C)C)N23)N2C(=O)C3CCCN3C(=O)C2(O)C1O	T3D3782
DB00294			[H][C]12CC[C](O)(C#C)[C]1(CC)CC(=C)[C]1([H])[C]3([H])CCC(=O)C=C3CC[C]21[H]	
DB01251			COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O	
DB00301			[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O	
DB00209			[H][C]12CC[C]([H])(C[CH](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	
			CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC	
			COC1=CC(CC2C(CC3=CC=C(OC(CO)C(O)C4=CC=C(O)C(OC)=C4)C(OC)=C3)COC2=O)=CC=C1O	
			CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC	
DB09070			[H][C]12CC[C](O)(C#C)[C]1(C)CC[C]1([H])C3=C(CC(=O)CC3)C[C]([H])(C)[C]21[H]	
			[H]N([H])C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	
			[H]C1=C([H])C([H])=C(C([H])=C1[H])[N+]([O-])(C([H])([H])[H])C([H])([H])[H]	
		1266	C1=CC(=C(C(=C1)F)C(=NC(=NC=2C=CC(=C(C2)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)O)O)F	
		246	C1=CC(=CC(=C1)C(F)(F)F)C(CC2=CC=C(C=C2)C#N)=NN=C(NC3=CC=C(C=C3)OC(F)(F)F)O	
DB00153			CC(C)[CH](C)C=C[CH](C)[C]1([H])CC[C]2([H])C(CCC[C]12C)=CC=C1C[CH](O)CCC1=C	
DB00153			CC(C)[CH](C)C=C[CH](C)[C]1([H])CC[C]2([H])C(CCC[C]12C)=CC=C1C[CH](O)CCC1=C	
			[H][C]1(CO)O[C]([H])(OC(=O)C2=CC=C(O)C=C2)[C]([H])(O)[C]([H])(O)[C]1([H])O	
			CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)CC2=CC=CC=C2)=CC1=O)CC1=CC=CC=C1	
			[H]OC(=O)C([H])([H])C(O[H])(C([H])([H])[H])C([H])(C(=O)O[H])C([H])([H])[H]	
DB00691			CCOC(=O)[CH](CCC1=CC=CC=C1)N[CH](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[CH]1C(O)=O	
DB01514			[H][C]12CC[C](C)(O)[C]1(C)CC[C]1([H])[C]2([H])CC[C]2([H])CC3=NON=C3C[C]12C	
			CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C	
DB06718			[H][C]12CC[C](C)(O)[C]1(C)CC[C]1([H])[C]2([H])CC[C]2([H])CC3=NNC=C3C[C]12C	
			[H]OC(=O)C([H])([H])C([H])([H])C(=O)N([H])C1=C2N([H])C([H])=NC2=NC([H])=N1	
			[H][C]1(CC[C]2([H])C(CCC[C]12C)=CC=C1C[CH](O)CCC1=C)[CH](C)C=C[CH](C)C(C)C	T3D2697
DB09124			[H][C]12CC[C](C)(C(C)=O)[C]1(C)CC[C]1([H])[C]2([H])C=C(C)C2=CC(=O)CC[C]12C	
			[H][C]12CC=C3C[CH](O)CC[C]3(C)C1CC[C]1(C)[CH](CCC21)[CH](C)CC[CH](CC)C(C)C	
			CC(C=CC=C(C)C=CC1C(C)=CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C	
DB13944			[H][C]12CC[CH](OC(=O)CCCCCC)[C]1(C)CC[C]1([H])[C]2([H])CCC2=CC(=O)CC[C]12C	
			COC1=CC(=CC=C1O)C(O)C(CO)OC1=C(OC)C=C(CC2C(CC3=CC(OC)=C(O)C=C3)COC2=O)C=C1	
			CC(C=CC=C(C)C=CC1C(C)=CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C	
DB08795			[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)[CH](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O	
			OC[CH]1O[C](CO)(O[CH]2O[CH](COP(O)(O)=O)[CH](O)[CH](O)[CH]2O)[CH](O)[CH]1O	
DB09267			[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O	
			[H][C](COC(=O)CCCCC=CCC=CCC=CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC	
			CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	
			CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OCC(=O)CCCCCCCC=CCCCCCCCC	
			[H][C](OC(=O)[C]([H])(C(C)C)C1=CC=C(Cl)C=C1)(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1	T3D1036
			[H][C]1(CC[C]2([H])[C]3([H])CCC4=CC(=O)CC[C]4(C)[C]3([H])CC[C]12C)OC(=O)CC	T3D4754
			[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])C1=C([H])C([H])=C([H])N=C1[H]	
			CC(OC(=O)C1=C(C)NC=C1C)C1=CCC23OCCN(C)CC12CC(O)C12OC4(O)CCC1(C)C(CC=C32)C4	T3D2527
			COC1=CC(CC2C(CC3=CC(OC)=C(OC)C=C3)COC2=O)=CC2=C1OC(C2CO)C1=CC=C(O)C(OC)=C1	
DB05676			[H][C](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1	
DB11632			CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl	
			[H]O[C]([H])(C(=O)C([H])([H])[H])[C]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H]	
			[H][C](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCC=CCC=CCC=CCCCCC	
			[H]OC(=O)[C]([H])(O[H])[C]([H])(O[H])[C]([H])(O[H])[C]([H])(O[H])C(=O)O[H]	
			CC1CC(O)CC(C)(C)C1C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC=CC1(C)C	
			[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])(O[H])C([H])([H])O[H]	
DB00650			[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[CH](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2	
DB00966			CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O	
			[H][C](COC(=O)CCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	
			CCCCCC=CCC=CCCCCCC(=O)OC(COC1OC(CO)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCC=CCC=CCC	
			[H][C]12COP(O)(=O)O[C]1([H])C(O)(O)[C]1([H])NC3=C(NC(=N)N=C3O)N[C]1([H])O2	
			[H][C]12CCC3=C(CC[C]4(C)[CH](CC[C]34C)[CH](C)CCC=C(C)C)[C]1(C)CC[CH](O)C2C	
DB09232			COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OCC=CC1=CC=CC=C1	
			[H]OC(=O)[C]([H])(N([H])[H])C([H])(O[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	
			[H][C]12CC=C3C4CC[CH]([CH](C)CCC(C)C(C)C)[C]4(C)CCC3[C]1(C)CC[CH](O)[CH]2C	
DB08875			COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2	
DB00355			C[CH]1[CH](NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O	
			CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCC=CCC=CCC=CCC	
			[H][C](COC(=O)CCCCC=CCC=CCC=CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCC=CCCCCCC	
DB11633			[H][C](C)(C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1	
DB09330			COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C	
DB01436			CC(C)CCC[CH](C)[C]1([H])CC[C]2([H])C(CCC[C]12C)=CC=C1C[CH](O)C[CH](O)C1=C	
			[H]OC(=O)[C]([H])(O[H])[C](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]	
		213	COC(C12CC3=CC(=CC=C3C1=NN(CO2)C(N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)=O)Cl)=O	
			[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])([H])[H])C(=O)O[H]	
			[H][C]12CCC[CH](N1C(=O)[CH](CC1=C2C=CC=C1)NC(=O)[CH](SC(C)=O)C(C)C)C(O)=O	T3D4825
			[H][C]1(CC[C]2([H])[C]3([H])CCC4=CC(=O)CC[C]4(C)[C]3([H])CC[C]12C)C(=O)CO	T3D4245
			OC[CH]1O[CH](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[CH](O)[CH]1O	
	HMDB59759		O[CH]1[CH](O)[CH](OC2=C3C=CC4=CC=CC5=C4C3=C(C=C2)C=C5)O[CH]([CH]1O)C(O)=O	
			[H][C](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)NC(=N)N=C2N=C1)C(O)=O	T3D2486
			[H][C]1(Cl)CC2([H])C([H])([C]1([H])Cl)[C]1(Cl)C(Cl)=C(Cl)[C]2(Cl)C1(Cl)Cl	T3D0064
			NC1=C(N=CN1[CH]1O[CH](COP(O)(O)=O)[CH](O)[CH]1O)C(=O)N[CH](CC(O)=O)C(O)=O	
DB09008			[H][C]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C]2([H])N=C(O)CC1=CC=CS1)C([O-])=O	
DB12001			CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1	
			[H][C]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C]2([H])N=C(O)CC1=CC=CS1)C([O-])=O	
			[H][C](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC	
			[H]OC([H])([H])[C]1([H])OC([H])(OP(=O)(O[H])O[H])C([H])([H])[C]1([H])O[H]	
			CCCCCCCCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCC=CCC=CCC=CCC	
			OC[CH]1O[CH]([CH](O)[CH](O)[CH]1O)C1=C(O)C=CC2=C1OC=C(C2=O)C1=CC=C(O)C=C1	
			O[CH]1[CH](O)[CH](OC2=CC3=C(C=C2)C2=C(C=CC=C2)C(=O)O3)O[CH]([CH]1O)C(O)=O	
			C[CH](CCC(=C)C(C)C)[CH]1CC[C]2(C)C3CCC4C(C)(C)[CH](O)CC[C]4(C)C3=CC[C]12C	
		277	C1=CC(=C(C(=C1)F)C(=NC(=NC=2C=C(C(=C(C2F)Cl)OC(C(C(F)(F)F)F)(F)F)Cl)O)O)F	
			OC[CH]1O[CH](OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC=C(O)C=C2)[CH](O)[CH](O)[CH]1O	
			OC1C(O)[CH](OC2=CC=C(C=C2)C2CC(=O)C3=C(O2)C=C(O)C=C3O)O[CH]([CH]1O)C(O)=O	
			[H][C]1(Cl)CC2([H])C([H])([C]1([H])Cl)[C]1(Cl)C(Cl)=C(Cl)[C]2(Cl)C1(Cl)Cl	
	HMDB02869		CC(C)[CH](C)CC[CH](C)[CH]1CC[CH]2[CH]3CC=C4C[CH](O)CC[C]4(C)[CH]3CC[C]12C	
			CC[CH](C=C[CH](C)[CH]1CC[CH]2[CH]3CCC4=CC(=O)CC[C]4(C)[CH]3CC[C]12C)C(C)C	
DB11279			OS([O-])(=O)=O.CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC	
			C[CH](CCC(=C)C(C)C)[CH]1CC[C]2(C)C3CC[CH]4C(C)[CH](O)CC[C]4(C)C3=CC[C]12C	
			[H]OC(=O)C([H])(N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C(O[H])=C1[H]	
			CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC1OC1C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	
DB01098			CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=C[CH](O)C[CH](O)CC(=O)O)N(C)S(C)(=O)=O	
			[H]OC1=C(OS(=O)(=O)O[H])C([H])=C([H])C(=C1[H])C([H])(O[H])C([H])([H])O[H]	
			[H][C](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC	
			[H][C]12CCC3=C(CC[C]4(C)[CH](CC[C]34C)[CH](C)CCCC(C)C)[C]1(C)CC[CH](O)C2C	
			[H]OC(=O)C([H])(O[H])C([H])([H])SSC([H])([H])[C]([H])(N([H])[H])C(=O)O[H]	
DB09015			[H][C]12CC[C](O)(CCC(O)=O)[C]1(C)CC[C]1([H])[C]2([H])C=CC2=CC(=O)CC[C]12C	
DB08945			OC(COCCOCCOCC(O)=NC1=C(I)C=C(I)C(C(O)=O)=C1I)=NC1=C(I)C=C(I)C(C(O)=O)=C1I	
			[H][C]1(O)C[C]2([H])[C]3([H])CCC4=CC(O)=CC=C4[C]3([H])CC[C]2(C)[C]1([H])O	T3D4790
			CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC12OC1(C)CCCC2(C)C	
			CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC12OC1(C)CCCC2(C)C	
			[H]OC(=O)[C]1(O[H])C([H])([H])C(=O)[C]([H])(O[H])[C]([H])(O[H])C1([H])[H]	
			[H]OC(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)O[H]	
			[H]OC([H])([H])C1([H])OC([H])(O[As](=O)(O[H])O[H])C([H])(O[H])C1([H])O[H]	
			[H][C]1(Cl)CC2([H])C([H])([C]1([H])Cl)[C]1(Cl)C(Cl)=C(Cl)[C]2(Cl)C1(Cl)Cl	T3D0059
			[H][C]1(Cl)CC2([H])C([H])([C]1([H])Cl)[C]1(Cl)C(Cl)=C(Cl)[C]2(Cl)C1(Cl)Cl	
DB01436			CC(C)CCC[CH](C)[C]1([H])CC[C]2([H])C(CCC[C]12C)=CC=C1C[CH](O)C[CH](O)C1=C	
DB00923			[H][C]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[CH]2NC(=O)CC1=CC=CC=C1CN)C(O)=O	
			COC1=CC(CC2COC(=O)C2CC2=CC=C(O)C(OC)=C2)=CC2=C1OC(C2CO)C1=CC=C(O)C(OC)=C1	
			[H][C]12COC3=CC(OC)=C(OC)C=C3[C]1([H])C(=O)C1=C(O2)C2=C(OC(C)(C)C=C2)C=C1	
			[H][C]12CC=C3C4CCC([CH](C)C=C[CH](CC)C(C)=C)[C]4(C)CCC3[C]1(C)CC[CH](O)C2	
			CCCCCCCCCCCCC=CCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COP([O-])(=O)OCC(O)CO	
			[H][C](COC(=O)CCCCCCCC=CCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC	
			OCC1OC(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=NC3=C2NC(=N)N=C3O)C(O)C(O)C1O	
			CC1(C)C(C=C(Cl)C2=CC=C(Cl)C=C2)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1	T3D1848
DB05812			[H][C]12CC=C(C3=CC=CN=C3)[C]1(C)CC[C]1([H])[C]2([H])CC=C2C[CH](O)CC[C]12C	
			O[CH]1O[CH](CO[CH]2O[CH]([CH](O)[CH](O)[CH]2O)C(O)=O)[CH](O)[CH](O)[CH]1O	
			OC1=CC2=C3C(OC(=O)C4=C3C(OC2=O)=C(O)C2=C4C3=C(O)C(O)=C(O)C=C3C(=O)O2)=C1O	
			CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)C[N+]1	
			[H]C(C)=C1CN2[C]3([H])C[C]1([H])[C]([H])(C=O)[C]2([H])CC1=C3NC2=CC=CC=C12	
			Cl.[H][C](O)(C1=C2C=C(OC)C=CC2=NC=C1)[C]1([H])C[C]2([H])CCN1C[C]2([H])C=C	
			CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCC=CCC=CCCCCC	
			OCC1OC(OP([O-])(=O)OP([O-])(=O)OCC2OC(C(O)C2O)N2C=CC(=O)NC2=O)C(O)C(O)C1O	
			[H]N([H])C1=NC(=O)C2=C(N1[H])N([H])C([H])([H])C([H])(N2[H])C([H])([H])[H]	
			COC1=CC2=C(NC=C2CC(S[CH]2O[CH](CO)[CH](O)[CH](O)[CH]2O)=NOS(O)(=O)=O)C=C1	
			[Ca++].COC1=CC(CCCS([O-])(=O)=O)=CC=C1OC(CC1=CC=CC(OC)=C1O)CS([O-])(=O)=O	
			CCCCCCCCC=CCCCCCC(=O)OC(COC1OC(CO)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCC=CCC=CCC	
			CCCCCCCCCCCCCCCC(=O)OC(COC1OC(CO)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCC=CCC=CCC	
DB03247			CC1=CC2=C(C=C1C)N(C[CH](O)[CH](O)[CH](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2	
			O.O.O.[K+].[K+].[O-]C(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C([O-])=O)C(=O)O2	T3D0873
			CCCCCCCCCCCCC=CCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP([O-])(=O)OCC(O)CO	
			[Ca++].CCC(=O)C1C(=O)CC(CC1=O)C([O-])=O.CCC(=O)C1C(=O)CC(CC1=O)C([O-])=O	T3D3904
			O[CH]1[CH](OC2=CC(C=CC3=CC=C(O)C=C3)=CC(O)=C2)O[CH]([CH](O)[CH]1O)C(O)=O	
	HMDB41782		O[CH]1[CH](OC2=CC(C=CC3=CC=C(O)C=C3)=CC(O)=C2)O[CH]([CH](O)[CH]1O)C(O)=O	
			[H][C]12CC=C3C4CCC([CH](C)CC[CH](CC)C(C)=C)[C]4(C)CCC3[C]1(C)CC[CH](O)C2	
		1466	C1=CC=C2C(=C1)CC(CC2C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br	
		1467	C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O	
			CC1OC(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=NC3=C2N=C(N)NC3=O)C(O)C(O)C1O	
			CC1=CC2=C(C=C1C)N(C[CH](O)[CH](O)[CH](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2	
			CC(C)=CCC1=CC2=C(NC3=C2CC2CCC4(O)C5=CC(=O)C6OC5(CCC4(C)C32C)OC6(C)C)C=C1	T3D3777
			CCCCCCCCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCC=CCC=CCCCCC	
			CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC	
DB04038			CC(C)[CH](C)C=C[CH](C)[CH]1CC[CH]2C3=CC=C4C[CH](O)CC[C]4(C)[CH]3CC[C]12C	
			NC1=NC2=C(N3CN(CC3CN2)C2=CC=C(C=C2)C(=O)NC(CCC([O-])=O)C([O-])=O)C(=O)N1	
			CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COP([O-])(=O)OCC(O)CO	
DB13074			CC(C)(N)C(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](CC1=CNC2=CC=CC=C12)NC=O	
DB01605			[H]C(=N[CH]1C(=O)N2[CH](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C]12[H])N1CCCCCC1	
DB00757			[H][C]1(C[C]2([H])C[C]3([H])C[C]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2	
			NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)NC(CCC([O-])=O)C([O-])=O)N2C=O)N1	
			CCCCCCCCC=CCCCCCC(=O)OC(COC1OC(CO)C(O)C(O)C1O)COC(=O)CCCCCCCC=CCC=CCCCCC	
			[H][C]12CN3C4=C(C(=O)C(N)=C(C)C4=O)[C]([H])(COC(O)=N)[C]3(OC)[C]1([H])N2	T3D2743
			[H][C]12OC3=C(O)C=CC4=C3[C]11CCN(CC3CCC3)[C]([H])(C4)[C]1(O)CC[C]2([H])O	T3D2911
			[H][C](COC(=O)CCCCCCCC=CCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC	
			O[CH]1[CH](OC2=CC(C=CC3=CC=C(O)C=C3)=CC(O)=C2)O[CH]([CH](O)[CH]1O)C(O)=O	
			[H][C](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC	
			OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)C2=CC=CC=C2O1	T3D3101
			CC(C)[CH](NC1=CC=C(C=C1Cl)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1	T3D1849
			[H][C]12CC[C](O)(C(C)=O)[C]1(C)CC[C]1([H])[C]2([H])CC=C2C[CH](O)CC[C]12C	
			CC1C2C(CC3=CC=CC=C3)NC(=O)C22C(C=CCC(C)C(=O)C(C)(O)C=CC2OC(C)=O)C(O)C1=C	T3D3678
